Phylogroup,Country,Acquisition,Host,Infection_status,iutA,fyuA,iucA,iucC,iucD,iucB,allA,ybbW,allB,ybbY,allC,allD,allS,allR,kvgS,kvgA,rmpA2,rmpA,clbB,clbR,clbO,clbC,clbJ,clbP,clbK,clbL,clbM,clbG,clbH,clbF,clbN,clbD,clbA,clbQ,clbE,clbI,pcoA,pcoE,pcoS,pcoC,pcoD,pcoB,pcoR,mrkC,mrkD,mrkJ,mrkJ2,mrkH2,mrkB,mrkF,mrkA,mrkI,mrkI2,mrkI3,mrkI4,kfuB,kfuC,kfuA,pbrA,pbrR,pbrBC,mceI,mceG,mceJ,mceH,mceD,mceC,mceE,mceA,mceB,iroN,iroD,iroB,iroC,silE,silC,silS,silR,terZ,terD,terE,terW,terB,terA,terC,terX,terY,gcl,fdrA,ylbE,KP1_1364,glxK,arcC,glxR,ylbF,KP1_1371,hyi,irp1,ybtQ,ybtP,ybtE,ybtS,ybtX,irp2,ybtU,ybtA,ybtT,Aac3_IIa_AGly.match,Aac3_I_AGly.match,Aac6_32_AGly_1.match,Aac6_Ia_AGly.match,Aac6_Iaa_AGly.match,Aac6_Iai_e_AGly.match,AacAad_AGly.match,AacAad_AGly_3.match,AadA4_5_AGly.match,AadA_AGly.match,AadA_AGly_2.match,AadB_AGly.match,Aph3__Ia_AGly.match,Aph4_Ia_AGly.match,AphA6_AGly.match,ArmA_AGly.match,RmtB_AGly.match,RmtC_AGly.match,RmtF_AGly.match,StrA_AGly.match,StrB_AGly.match,OqxA_Flq.match,OqxBgb_Flq.match,QnrB_Flq.match,QnrB_Flq_1.match,QnrB_Flq_2.match,Qnr_A_Flq.match,Qnr_S_Flq_1.match,CatA1_Phe.match,CatA2_Phe.match,CatBx_Phe.match,CatBx_Phe_1.match,CmlA_Phe.match,FloR_Phe.match,SulIII_Sul.match,SulII_Sul.match,SulI_Sul.match,TetA_Tet.match,TetB_Tet.match,TetC_Tet.match,TetD_Tet.match,TetG_Tet.match,TetRG_Tet.match,TetR_Tet.match,Arr_Rif.match,Dfr16_Tmt.match,Dfr23_Tmt.match,DfrA19_Tmt.match,DfrA1_Tmt.match,DfrA1_Tmt_1.match,DfrA25_Tmt.match,DfrA27_Tmt.match,DfrA5_Tmt.match,DfrA5_Tmt_1.match,DfrA7_Tmt.match,DfrA7_Tmt_1.match,DfrA_Tmt.match,DfrA_Tmt_1.match,DfrB_Tmt.match,EreA_MLS.match,ErmB_MLS.match,MefB_MLS.match,MphA_MLS.match,MsrE_MLS.match,MphE_MLS.match,ACT_MIR_Bla_3.match,AmpH_Bla.match,CARB_Bla.match,CMY_Bla_1.match,CMY_MOX_Bla_1.match,CTX_M_1_Bla.match,CTX_M_8_Bla_1.match,CTX_M_9_Bla.match,DHA_Bla.match,IMP_1_Bla_3.match,KPC_1_Bla.match,NDM_1_Bla.match,OXA_1_Bla.match,OXA_48_Bla.match,OXA_7_Bla.match,OXA_9_Bla.match,SCO_1_Bla.match,SHV_OKP_LEN_Bla.match,SHV_OKP_LEN_Bla_1.match,SHV_OKP_LEN_Bla_2.match,TEM_1D_Bla.match,VEB_1_Bla.match,Col156.match,ColE10.match,ColRNAI.match,Col_IRGK_.match,Col_MG828_.match,Col_MGD2_.match,ColpVC.match,IncA_C..match,IncFI..match,IncFIA_HI1_.match,IncFIB_AP001918_.match,IncFIB_K_.match,IncFIB_Mar_.match,IncFIB_pKPHS1_.match,IncFIB_pQil_.match,IncFII.match,IncFII_..match,IncFII_K_.match,IncFII_pCRY_.match,IncFII_pKPX1_.match,IncFII_pMET_.match,IncHI1B.match,IncHI2.match,IncHI2A.match,IncI1.match,IncL_M..match,IncL_M_pMU407_.match,IncN.match,IncQ1.match,IncR.match,IncX3.match,rep..match,repA_1.match
X1P.ParE_toxin,9.46099562344434e-22,0.0949621966724684,0.0568911013655131,0.878349620031704,3.5393582369308e-10,0.0147826157815196,0.00245103806808053,0.0341282180788416,0.0673518779781826,0.0341282180788416,0.0147826157815196,0.999902168114233,0.999936464294382,0.999936464294382,0.999936464294382,0.999902168114233,0.999902168114233,0.999902168114233,0.999902168114233,0.149282908185549,0.149282908185549,0.884169884169884,0.0772994049897084,0.114764445809109,0.114764445809109,0.130928452261096,0.114764445809109,0.690150160243365,0.114764445809109,0.474098636596083,0.114764445809109,0.114764445809109,0.114764445809109,0.114764445809109,0.114764445809109,0.114764445809109,0.114764445809109,0.114764445809109,0.114764445809109,0.130928452261096,0.130928452261096,0.854072076033415,0.84343781715249,0.209834645172587,0.742412357783709,0.742412357783709,0.712028108576453,0.742412357783709,0.0431366618496755,0.00745357898396114,0.000283237936239792,0.993156243612678,0.0375588224550915,0.16337611376271,0.371102738478732,0.042814966028691,1.61536875688245e-10,1,0.193739898284734,1,0.999987185245833,0.00165423474633207,0.999932487368176,0.454423087568587,0.424314232416249,0.485605535713136,0.170113081420742,0.170113081420742,0.170113081420742,0.193739898284734,0.149282908185549,0.149282908185549,0.149282908185549,0.149282908185549,0.149282908185549,0.0772994049897084,0.0690266495593659,0.0772994049897084,0.0391470736786712,0.93423754045252,0.921928775559313,0.93423754045252,0.928290341139866,0.219621117581995,0.235947249196737,0.219621117581995,0.219621117581995,0.219621117581995,0.219621117581995,0.219621117581995,0.289803450137768,0.289803450137768,0.999902168114233,0.999902168114233,0.999902168114233,0.999696595177271,0.999936464294382,0.999902168114233,0.999936464294382,0.999902168114233,0.999902168114233,0.999799624905227,0.00221723225772993,0.00212467481232509,0.00212467481232509,0.00245103806808053,0.00212467481232509,0.00282451087371644,0.00564907091182005,0.00212467481232509,0.00245103806808053,0.00212467481232509,0.963131454441998,1,1,1,1,0.781359432522224,1,0.890529766642829,0.998106993232053,0.516527373119518,0.598927672201893,0.859793179433102,0.269599840566068,0.690150160243365,1,1,0.417881406960183,1,1,0.506482701183798,0.506482701183798,7.9913400170051e-10,0.00125293394710437,0.884169884169884,0.781359432522224,0.720133894919904,0.995942878639874,0.999892446633605,0.182368074942103,0.906658679558313,0.849920338404403,1,0.881435813774926,0.58469264614464,0.855070755289362,0.350160393376815,0.937875389697183,0.981360987923638,0.474098636596083,1,0.758520433299553,0.324133586104479,0.324133586104479,0.978105207453801,0.687453683748208,0.947260319364898,0.417881406960183,1,0.884169884169884,0.927052975201839,0.884169884169884,0.884169884169884,0.588151717887505,0.368133620417303,0.999312986606108,1,0.884169884169884,0.424314232416249,1,1,1,0.932781075953922,0.670455367466367,1,1,1,0.042814966028691,0.963777977079941,0.986980335817545,0.781359432522224,0.270374285280838,0.884169884169884,0.812090983598184,0.972751344932217,0.781359432522224,1,1,0.755383087737344,1,0.927052975201839,1,0.986980335817545,0.00325142105753363,0.107318333898346,1,0.894267055416073,0.927052975201839,0.884169884169884,0.884169884169884,0.0673518779781826,1,0.884169884169884,0.998581515186347,0.417881406960183,0.849920338404403,0.628897261521267,0.887212986113079,0.884169884169884,0.729337863781379,0.368133620417303,0.759637434905632,0.947260319364898,0.998509428469676,0.781359432522224,0.918728131714262,0.781359432522224,0.932781075953922,0.884169884169884,0.271041569787626,0.998635687672318,0.992546421016039,0.884169884169884,0.417881406960183,0.324133586104479,0.881435813774926,0.884169884169884,0.731996928741115,0.690150160243365,0.884169884169884,0.987967715605735
X2P.ParE_toxin,0.444536612453227,0.874536471510914,0.021022771198117,0.293907629948543,0.28631131865419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.746068022264142,0.746068022264142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000893702813358649,0.00100866235348865,0.064545324288205,0.000893702813358649,0.000893702813358649,0.00113716280098973,0.000893702813358649,0.960329489950016,0.858891827447561,0.869841241859823,0.578954433973011,0.987597036528087,0.504889394248462,0.369082439158455,0.534849863797272,0.744254301131141,0.165200550424528,0.693616265652223,1,0.640673415237571,0.671278071855137,0.524302002986345,0.629432928351016,0.652996888266391,0.60475013700555,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000790969773304257,0.00100866235348865,0.0044208705218928,0.000893702813358649,0.868834938091876,0.859156233367564,0.868834938091876,0.868834938091876,0.868834938091876,0.868834938091876,0.868834938091876,0.826632742100689,0.826632742100689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00655462673031154,1,1,1,1,1,1,0.308099552131345,1,0.330900318163669,0.147726195853774,0.0113719394575978,0.506011258178514,1,1,1,1,1,1,0.489805253869921,0.489805253869921,0.998140656876004,0.983116299355955,1,1,1,5.27708020326514e-05,0.112505924814756,0.148381080001093,0.578954433973011,0.663658744960441,1,0.789880410651072,1,1,0.84168215125416,0.238175110262153,0.987705670474575,1,1,0.386764046010093,1,1,0.988969573509899,1,0.00221484492714958,1,0.00691389063482087,1,1,1,1,0.433509168172265,1,1,1,1,1,1,1,1,1,0.956585847450303,1,1,1,0.191017808499026,1,1,1,0.25846386968395,1,0.0760801497008223,1,1,1,1,0.746068022264142,1,1,1,0.16297027924935,0.365728975145834,0.781872911473509,0.187439630000298,0.443684984459556,1,1,1,1,1,1,0.0196655799768641,1,1,0.237446414249713,0.63709274759819,1,0.000371438872959478,0.0226403342838098,0.578954433973011,0.141108172552439,0.0642010791663215,0.00691389063482087,0.0123750639808584,0.00691389063482087,1,1,0.951298792899095,1.34023577299469e-05,0.000132847621481427,1,1,1,0.789880410651072,1,0.642675817009751,1,0.0849420849420809,1
X3P.Fic,1.66658065581207e-18,0.303746679032252,0.00112667712741635,0.439099366574291,5.18083920820038e-11,0.0739926400219979,0.00542011237181342,0.12398390201524,0.188639993455469,0.12398390201524,0.0739926400219979,0.999909189426484,0.999935613595229,0.999935613595229,0.999935613595229,0.999909189426484,0.999909189426484,0.999909189426484,0.999909189426484,0.308438154122807,0.308438154122807,0.926640926640927,0.06779942345628,0.262181794639909,0.262181794639909,0.284420429006687,0.262181794639909,0.794938454878732,0.262181794639909,0.630155680056303,0.262181794639909,0.262181794639909,0.262181794639909,0.262181794639909,0.262181794639909,0.262181794639909,0.262181794639909,0.262181794639909,0.262181794639909,0.284420429006687,0.284420429006687,0.716721312425142,0.704523493334174,0.498934558190482,0.533754026060621,0.533754026060621,0.505036959972521,0.533754026060621,0.00403389316439975,0.014914737303291,0.000113652117731841,0.997543886018084,0.0483802316364273,0.777449814384909,0.574878278947242,0.0328204136672281,2.01058245438236e-10,1,0.362355610872512,1,0.999999792026327,0.0461235248524284,0.999999993271139,0.455315190050841,0.431685035582521,0.479726693281208,0.334368795398618,0.334368795398618,0.334368795398618,0.362355610872512,0.308438154122807,0.308438154122807,0.308438154122807,0.308438154122807,0.308438154122807,0.06779942345628,0.0620994719267697,0.06779942345628,0.134940618937517,0.728650309056805,0.704523493334174,0.728650309056805,0.716721312425142,0.42914824675376,0.446341913596453,0.42914824675376,0.42914824675376,0.42914824675376,0.42914824675376,0.42914824675376,0.499469474115838,0.499469474115838,0.999909189426484,0.999909189426484,0.999909189426484,0.999569070004473,0.999935613595229,0.999909189426484,0.999935613595229,0.999909189426484,0.999909189426484,0.999686603003683,0.0229877941124192,0.00490261420566039,0.00490261420566039,0.00542011237181342,0.00490261420566039,0.00598907444399273,0.00978953878388809,0.00490261420566039,0.00542011237181342,0.00490261420566039,0.977867079680339,1,1,1,1,0.85839992816737,1,0.925621192012305,0.630155680056303,0.379416960909719,0.132225063021799,0.865197987676261,0.596821437345157,0.794938454878732,1,1,0.582831735704248,1,1,0.667881477074145,0.667881477074145,8.24579134181183e-11,0.000171386612297759,0.926640926640927,0.85839992816737,0.86522666715508,0.990220414105123,0.999251808640498,0.727061966436534,0.789513854962156,0.951619768363573,1,0.88219492078568,0.392551911778554,0.630155680056303,0.262941924103539,0.726820148397436,0.911124420853191,0.630155680056303,1,0.884474739932102,0.498095748833694,0.498095748833694,0.902698588432462,0.88219492078568,0.538888073091626,0.582831735704248,0.994881925114483,0.926640926640927,0.978674847923921,0.926640926640927,0.926640926640927,0.865371522758808,0.538888073091626,0.681104437167238,1,0.926640926640927,0.431685035582521,1,1,1,0.735939116430701,0.27217557012497,1,1,1,0.0328204136672281,0.794938454878732,0.85839992816737,0.85839992816737,0.530764345222434,0.926640926640927,0.828723759879979,0.961936912916271,0.85839992816737,1,1,0.91329606405858,1,0.978674847923921,1,0.994881925114483,0.00661430749034362,0.0712046822088958,1,0.853895708230658,0.978674847923921,0.926640926640927,0.926640926640927,0.188639993455469,1,0.926640926640927,0.999661450299402,0.582831735704248,0.783389623068993,0.425121721052757,0.470882550704327,0.926640926640927,0.610014600442089,0.538888073091626,0.504889394248462,0.8904373739926,0.782329553850622,0.85839992816737,0.99060191683076,0.85839992816737,0.971936470222824,0.926640926640927,0.0858710620844405,0.86522666715508,0.538888073091626,0.926640926640927,0.582831735704248,0.498095748833694,0.88219492078568,0.926640926640927,0.945059576035627,0.794938454878732,0.926640926640927,0.681104437167238
X4P.ParE_toxin,5.09508095173184e-17,0.480242126619867,0.201854634379853,0.0506424182382121,0.00913688762300463,0.0138308149800984,9.90103513167296e-05,0.0380221956351844,0.00681269401178768,0.0915134275980614,0.0138308149800984,0.708554687306057,0.61961587384087,0.61961587384087,0.61961587384087,0.708554687306057,0.708554687306057,0.708554687306057,0.708554687306057,0.370427196814583,0.370427196814583,0.590733590733591,0.00971672033943224,0.10287620421518,0.10287620421518,0.0507944043721221,0.10287620421518,0.635119238322568,0.10287620421518,0.216092204709581,0.10287620421518,0.10287620421518,0.10287620421518,0.10287620421518,0.10287620421518,0.10287620421518,0.10287620421518,0.10287620421518,0.10287620421518,0.140552399846327,0.140552399846327,0.737440115346273,0.702196128297578,0.691858939254641,0.445494981562615,0.445494981562615,0.566451307636394,0.445494981562615,0.122126281900595,0.184733594323576,3.58435715400242e-07,1,0.799828861920232,0.728650309056805,0.897969657383827,0.468471098184832,1.63427550004671e-07,1,1,1,0.954287823584421,0.100171147218054,0.89050507230685,0.0713952380998183,0.0524236811636513,0.0379578689998239,0.00048813403282019,0.00048813403282019,0.00048813403282019,0.000857721229098333,0.000276941349232679,0.000276941349232679,0.000276941349232679,0.000276941349232679,0.000276941349232679,0.000742446050900176,0.000476873633524029,0.000742446050900176,0.0187242050270388,0.685277451587949,0.607448065554201,0.589129577512279,0.647181124124004,0.0506494316818234,0.0644739102917446,0.0506494316818234,0.0506494316818234,0.0506494316818234,0.0506494316818234,0.0506494316818234,0.069600295113889,0.069600295113889,0.708554687306057,0.708554687306057,0.708554687306057,0.519829922101499,0.768906025014577,0.708554687306057,0.61961587384087,0.708554687306057,0.708554687306057,0.592964967475696,0.00107849121763284,0.000226786030944689,0.000226786030944689,9.90103513167296e-05,0.000226786030944689,0.000150984515341499,9.32866687991443e-05,0.000226786030944689,9.90103513167296e-05,0.000226786030944689,0.751134059007525,1,1,1,1,0.348029092215138,1,0.519829922101499,0.956481528987014,0.0468528329744006,0.030235857292068,0.531528901815169,0.198113470277243,0.635119238322568,1,1,0.397973877575319,1,1,0.00134796265066147,0.00134796265066147,0.000106590712747381,0.0777661548022727,0.590733590733591,0.348029092215138,0.458123384027537,0.397973877575319,0.827010206713934,0.0187242050270388,0.592964967475696,0.643092554840238,1,0.785536315675613,0.409312557378049,0.216092204709581,0.215631808849736,0.232192576521189,0.757326959106567,0.0407929161951761,1,0.170167887203565,0.210268341198903,0.210268341198903,0.711395760425587,0.413200700061591,0.0934904844815665,0.397973877575319,0.833438089252043,0.590733590733591,0.210268341198903,0.590733590733591,0.590733590733591,0.89139839782157,0.0934904844815665,0.989152412524732,1,1,0.0524236811636513,1,1,1,0.458491511713505,0.0624996509666599,1,1,1,0.28415216853022,0.635119238322568,0.833438089252043,0.833438089252043,0.487374960541347,1,0.214205209001902,0.736790093505639,0.833438089252043,1,1,0.582619846958629,1,0.716863952385807,1,0.833438089252043,0.249804585372242,0.357388220981704,1,0.141682104377421,0.716863952385807,1,0.590733590733591,0.0733285196303113,1,1,0.93259751471678,0.0237018129671576,0.643092554840238,0.506720889653961,0.554296151961015,0.590733590733591,0.565328000159246,0.0934904844815665,0.752772821942292,0.946994489814797,0.757326959106567,1,0.99886743603599,0.348029092215138,0.458491511713505,1,0.171555820808197,0.0601253825623271,0.0137320027508135,0.590733590733591,0.694192798931597,0.716863952385807,0.901843992763968,1,0.0398270924790144,0.635119238322568,1,0.319036417763343
X5P.PIN,2.56471209703444e-25,0.00823790589725508,0.162882885520396,0.488324218887002,3.7007683030373e-11,0.0415823317670097,0.00170056270215385,0.078134447872976,0.130470828561275,0.078134447872976,0.0415823317670097,0.999999557191384,0.99999643594824,0.99999643594824,0.99999643594824,0.999999557191384,0.999999557191384,0.999999557191384,0.999999557191384,0.23786033357536,0.23786033357536,0.911196911196911,0.0373691439668281,0.195047720070735,0.195047720070735,0.215439072623585,0.195047720070735,0.755689049961061,0.195047720070735,0.569095501556263,0.195047720070735,0.195047720070735,0.195047720070735,0.195047720070735,0.195047720070735,0.195047720070735,0.195047720070735,0.195047720070735,0.195047720070735,0.215439072623585,0.215439072623585,0.790023107133159,0.778505866764564,0.635053624302499,0.638859327295343,0.638859327295343,0.60871467740875,0.638859327295343,0.011584470081549,0.00264576242412553,0.000105645988140692,0.992739813516603,0.014622691738668,0.230902245595367,0.254048572333756,0.00230563591481631,1.02541714607515e-15,1,0.67611262896155,1,0.999999963817072,0.0025994586554093,0.999999908059232,0.344976715341449,0.321673156831609,0.369500806802837,0.262503521288123,0.262503521288123,0.262503521288123,0.289577875501696,0.23786033357536,0.23786033357536,0.23786033357536,0.23786033357536,0.23786033357536,0.0373691439668281,0.0335660894923278,0.0373691439668281,0.0866514729965705,0.801161069177929,0.778505866764564,0.801161069177929,0.790023107133159,0.678945840384886,0.696665658292939,0.678945840384886,0.678945840384886,0.678945840384886,0.678945840384886,0.678945840384886,0.748044728845622,0.748044728845622,0.999999557191384,0.999999557191384,0.999999557191384,0.999974605825059,0.999999739966883,0.999999557191384,0.99999643594824,0.999999557191384,0.999999557191384,0.999983686745865,0.00995996315983795,0.00150401525416622,0.00150401525416622,0.00170056270215385,0.00150401525416622,0.00192153977644503,0.00350575345677257,0.00150401525416622,0.00170056270215385,0.00150401525416622,0.997269920424954,1,1,1,1,0.829966178803388,1,0.867137080283797,0.989673133192278,0.416994997595528,0.212220765530602,0.793811981395318,0.461503818151629,0.755689049961061,1,1,0.517359546869331,1,1,0.459476095116551,0.459476095116551,1.4711257816093e-14,0.000117197255176608,0.911196911196911,0.829966178803388,0.814784848880483,0.982983139051726,0.999979821960756,0.321673156831609,0.883287921981045,0.920709224756549,1,0.948340741924341,0.710999868248183,0.909074632356108,0.132068722344102,0.857653218296994,0.919939721462643,0.569095501556263,1,0.783818592413864,0.42705964493046,0.42705964493046,0.911286139634738,0.948340741924341,0.470140223147129,0.517359546869331,0.992427643590434,0.911196911196911,0.814784848880483,0.911196911196911,0.911196911196911,0.914460267266197,0.470140223147129,0.9945159615687,1,0.911196911196911,0.612967638204614,1,1,1,0.959370864208379,0.666619466946173,1,1,1,0.0138903571083704,0.755689049961061,0.829966178803388,0.829966178803388,0.422218097983014,0.911196911196911,0.912577572211665,0.936876245632745,0.829966178803388,1,1,0.862780631851918,1,0.963779687079618,1,0.992427643590434,0.00216982862396321,0.157291666019809,1,0.980527893613835,0.963779687079618,0.911196911196911,0.911196911196911,0.422218097983014,1,0.911196911196911,0.999381247141631,0.517359546869331,0.710999868248183,0.745951427666244,0.910752143946985,0.911196911196911,0.51821262814536,0.470140223147129,0.691900447868655,0.847894812924735,0.919939721462643,0.829966178803388,0.993995535698126,0.829966178803388,0.959370864208379,0.911196911196911,0.138994102764731,0.814784848880483,0.470140223147129,0.911196911196911,0.517359546869331,0.42705964493046,0.98932762100095,0.911196911196911,0.932791339553599,0.755689049961061,0.911196911196911,0.625758690022903
X6P.PIN,0.319294471439408,0.000635192487230145,0.196002733651254,7.02663958562024e-06,0.000921869566904049,3.2319756913967e-07,0.00014341838394424,3.29047739634339e-06,0.000975475408922787,1.73865525592054e-07,3.2319756913967e-07,0.0744927238966217,0.127971426766766,0.127971426766766,0.127971426766766,0.0744927238966217,0.0744927238966217,0.0744927238966217,0.0744927238966217,0.256702830438929,0.256702830438929,0.999999999999999,1.35748586881189e-07,0.00199772820363521,0.00199772820363521,0.00366485180387686,0.00199772820363521,0.393775926216551,0.00199772820363521,0.0481226954797474,0.00199772820363521,0.00199772820363521,0.00199772820363521,0.00199772820363521,0.00199772820363521,0.00199772820363521,0.00199772820363521,0.00199772820363521,0.00199772820363521,0.00366485180387686,0.00366485180387686,0.00224310822587042,0.000615390523125293,0.000943342940429158,0.00522726706272666,0.00522726706272666,0.00177290001903975,0.00522726706272666,0.701469870195788,0.503750805368539,0.0711751889842505,0.0258869804124425,0.814639129539172,0.658095641118183,1,0.855046759267952,0.278194086505373,0.581850540493707,0.335752662587762,1,0.97789856898834,0.715742458787023,0.866479415711869,1.32649141850027e-07,1.79991113187304e-06,7.10229048408082e-06,0.053815796869881,0.053815796869881,0.053815796869881,0.107685115769102,0.0400947977554378,0.0400947977554378,0.0400947977554378,0.0400947977554378,0.0400947977554378,1.35748586881189e-07,5.94028855696949e-08,1.35748586881189e-07,8.72662055432715e-05,0.024285726068233,0.00912143395027164,0.00578302057519565,0.014671080905881,0.000480860478774533,0.000819778433406531,0.000480860478774533,0.000480860478774533,0.000480860478774533,0.000480860478774533,0.000480860478774533,0.000562511234549414,0.000562511234549414,0.0744927238966217,0.0744927238966217,0.0744927238966217,0.0783309289452839,0.127971426766766,0.0744927238966217,0.127971426766766,0.0744927238966217,0.0744927238966217,0.235684930010244,0.0115165561408215,7.74649796227296e-05,7.74649796227296e-05,0.00014341838394424,7.74649796227296e-05,0.000228871116767436,0.00106463372520678,7.74649796227296e-05,0.00014341838394424,7.74649796227296e-05,0.141592471696462,1,1,0.532818532818584,1,0.565412588668539,1,0.0234295532620082,0.304954236340917,0.428571977149987,0.0385323846878012,0.301173982480682,0.208828626395441,1,1,1,0.369653238879483,1,1,0.476318546382668,0.476318546382668,0.223889603551839,0.587574128295675,0.999999999999999,0.565412588668539,0.312572682529878,0.0738975895916242,0.195828402851162,0.045802240648379,0.294199016833573,0.437677451615934,1,0.852756140155027,0.234059544745975,0.0291687506158888,0.113797034940499,0.404230538198383,0.112475963167607,0.642129927643959,1,0.525886364320804,0.312572682529878,0.312572682529878,0.148197348943465,0.10751449000591,0.232597605372234,0.369653238879483,0.134416808835438,0.532818532818584,0.555038208396853,0.999999999999999,0.999999999999999,0.209654900728936,0.0117427784948108,0.246269063946897,1,0.999999999999999,8.20934688327087e-05,1,1,1,0.0811394494602239,0.00105195155897006,1,1,1,0.235039973909342,1,0.0692286971356933,1,0.395337440312532,0.532818532818584,0.0666461348270297,0.6987850026788,0.565412588668539,1,1,0.133364007841642,1,0.741025568417766,1,0.348118883002683,0.225623933918151,0.485307425445466,0.507904144352796,0.00760685198511987,0.741025568417766,0.532818532818584,0.532818532818584,0.158184575344099,0.532818532818584,0.532818532818584,0.195041312496803,1,0.563186456516866,1,0.886852899759565,0.532818532818584,0.00131992663871255,0.0319021946891501,0.637300719860244,0.40918096129011,0.00101059850953224,0.565412588668539,0.14958746629161,0.0692286971356933,1,0.999999999999999,0.253184451160904,0.0897448687764395,0.232597605372234,0.069498069498077,0.833088266648282,0.555038208396853,0.404262566645833,0.999999999999999,0.0221413023648631,1,0.532818532818584,0.0929335305353827
X7P.ParE_toxin.ParE.like_toxin,2.86339241485517e-06,0.948976088903008,1,0.0541077197220574,0.233358324355689,0.995957392343434,0.503096406856241,0.995117958669685,0.884688677762299,0.999129928557391,0.995957392343434,0.297772646611096,0.320717136422788,0.320717136422788,0.320717136422788,0.297772646611096,0.297772646611096,0.297772646611096,0.297772646611096,0.992850615033531,0.992850615033531,0.907335907335907,0.994986586806891,0.987069869187408,0.987069869187408,0.951530199463652,0.987069869187408,0.976632034907304,0.987069869187408,0.901871684669671,0.987069869187408,0.987069869187408,0.987069869187408,0.987069869187408,0.987069869187408,0.987069869187408,0.987069869187408,0.987069869187408,0.987069869187408,0.990257283512409,0.990257283512409,0.364891751980726,0.349582502792611,0.224755087498875,0.11396022039384,0.11396022039384,0.334478510331152,0.11396022039384,0.388167916553281,0.545796733569723,2.20905621438402e-05,0.999999857208332,0.696924850640174,0.544684809949158,0.664452513208764,0.513849226921328,0.0208183329052056,0.518198815611656,0.999971225754391,1,0.943328665599912,0.979146593996361,0.985745382871818,0.985526264507386,0.982156209801713,0.952527812181006,0.246931278499845,0.246931278499845,0.246931278499845,0.273626551851179,0.222742092034554,0.222742092034554,0.222742092034554,0.222742092034554,0.222742092034554,0.933945988815588,0.924909506948742,0.933945988815588,0.982156209801713,0.122126281900595,0.106171054033549,0.122126281900595,0.11396022039384,0.80429853528952,0.818414322436613,0.80429853528952,0.80429853528952,0.80429853528952,0.80429853528952,0.80429853528952,0.857612902214097,0.857612902214097,0.297772646611096,0.297772646611096,0.297772646611096,0.344976715341449,0.320717136422788,0.297772646611096,0.320717136422788,0.297772646611096,0.297772646611096,0.370567071648985,0.17376126406713,0.676156824204833,0.676156824204833,0.503096406856241,0.676156824204833,0.522123491415561,0.218963477400462,0.676156824204833,0.503096406856241,0.676156824204833,0.244628535558335,1,1,0.907335907335907,1,0.822932567118614,1,0.344976715341449,0.55462697185568,0.0727890085659183,0.186845250536071,0.163047490047924,0.0401727611986365,0.746082833224268,1,1,0.502014136580833,1,1,0.00670466454727411,0.00670466454727411,0.00386085279369399,0.4689648263624,0.907335907335907,0.822932567118614,0.410773472030569,0.502014136580833,0.675891419697576,0.0774722915350694,0.370567071648985,0.303075149359826,1,0.180997672438521,0.303075149359826,0.55462697185568,0.0357470461181519,0.0470230716830306,0.17376126406713,0.55462697185568,1,0.111701836201312,0.410773472030569,0.410773472030569,0.161412380945771,0.180997672438521,0.454203266430277,0.502014136580833,0.822932567118614,0.907335907335907,0.410773472030569,0.907335907335907,0.907335907335907,0.055913355293674,0.454203266430277,0.612501090658012,1,0.907335907335907,0.584578769257245,1,1,1,0.676137567609494,0.157552111216076,1,1,1,0.836952509952076,0.746082833224268,0.822932567118614,0.822932567118614,0.397493753116765,0.907335907335907,0.721400575261832,0.335547486791237,0.822932567118614,1,1,0.222742092034554,1,0.410773472030569,1,0.822932567118614,0.726930630141434,0.212807504200984,0.774583155875528,0.0298016713275013,0.410773472030569,0.907335907335907,0.907335907335907,0.118861136189297,0.907335907335907,0.907335907335907,0.746082833224268,0.502014136580833,0.303075149359826,0.72925653795962,0.541799718835468,0.907335907335907,0.152677828693314,0.454203266430277,0.867879608387251,0.454203266430277,0.593089541750844,0.822932567118614,0.543109116894467,0.822932567118614,0.676137567609494,1,0.693308074271068,0.410773472030569,0.454203266430277,0.907335907335907,0.502014136580833,0.410773472030569,0.518198815611656,0.907335907335907,0.0429588702161677,0.746082833224268,1,0.612501090658012
