V1
X5H_15P,0.999999999999999
X215P_84H,1
X32P_10H,2.17485861129105e-14
X22P_2H,5.05676593159523e-14
X202P_63H,1
X101P_2H_171P,0.999999999999999
X160P_122H,1
X93P_23H,1
X186P_68H,0.139534883720956
X62P_37H,0.00985539469384644
X104P_29H_182P,0.999999999999999
X38P_69H_217P,0.142857142857158
X153P_132H,0.999999999999999
X151P_110H,0.999999999999999
X203P_75H_122P,0.069498069498077
X80H_18P,1
X34P_34H,1
X14H_27P,0.0683675678301171
X198P_133H,1
X155P_33H,0.999999999999999
X112P_10H,0.999999999999999
X119P_42H,1
X51H_147P,0.00969740504624505
X22H_8P,6.8613964542792e-05
X72P_75H_18P,1
X56H_218P,0.999999999999999
X20P_60H,0.66472972900151
X230P_117H,0.999999999999999
X6P_4H_238P,0.999999999999999
X227P_106H,0.999999999999999
X80P_73H,1
X41H_154P,1
X75P_45H,0.999999999999999
X54P_42H_28P,0.26238297801406
X85P_143H,0.999999999999999
X150P_114H,0.265780730897061
X193P_39H,1
X35H_14P,0.0232117443263857
X80P_23H,0.314187040917117
X61P_23H_76P,1
X211P_100H,1
X6P_4H_51P,0.792215756597956
X13P_3H,0.00398342984776314
X107P_107H,1
X33H_19P,1.13807552456288e-20
X90P_95H,0.999999999999999
X38P_45H,1
X149P_28H,1
X130H_129P,0.069498069498077
X177P_140H,0.999999999999999
X123P_73H_76P,1
X1H_136P,1
X148P_46H,1
X106H_166P,0.139534883720956
X15H_16P,0.0049627556509278
X6P_4H_240P,0.999999999999999
X141P_141H,0.999999999999999
X133P_42H_28P,0.142857142857158
X96P_82H,1
X101P_2H,0.823091326902896
X49H_78P,0.0337543395123931
X79H_83P,1
X37H_26P,0.371485450573433
X70P_25H_77P,1.96932535267792e-31
X47P_42H_28P,0.000224760974011272
X94P_116H,0.999999999999999
X67H_152P,0.262715839239073
X197P_54H,0.371485450573433
X49P_70H,0.0139364003904055
X24H_67P,1
X190P_139H,1
X144H_57P,0.999999999999999
X156P_111H,0.142857142857158
X5P_21H,1.93569052502528e-25
X36H_213P,0.999999999999999
X3P_7H_168P,9.71830376510474e-11
X58P_18H,1.84670227486115e-12
X1H_118P,1
X101H_169P,0.999999999999999
X31P_21H,0.00457933016072683
X221P_23H,0.142857142857158
X68H_139P,0.999999999999999
X225P_94H,0.999999999999999
X126P_29H_68P,0.265780730897061
X108H_125P,0.999999999999999
X110P_131H_178P,0.999999999999999
X224P_136H,0.069498069498077
X146H_162P,0.999999999999999
X226P_79H_83P,0.069498069498077
X61P_23H,0.376629035907391
X19H_181P,1
X104P_29H,0.142857142857158
X9P_17H_36P,0.0480958339831827
X63P_9H,1.39386030097118e-13
X109P_28H,0.219820889520966
X247P_135H,0.999999999999999
X207P_20H,1
X81H_167P,0.142857142857158
X13P_3H_92P,1
X24P_27H_244P,0.999999999999999
X176P_23H,0.999999999999999
X44P_44H_23P,0.451786144162194
X245P_100H,0.999999999999999
X100P_83H,1
X37P_79H,1
X241P_104H_246P,0.999999999999999
X6H_17P,0.00227243883555134
X191P_102H,0.999999999999999
X26H_127P,0.999999999999999
X164P_77H,1
X187P_105H,0.999999999999999
X101P_2H_146P,1
X229P_43H,0.999999999999999
X38P_45H_170P,0.999999999999999
X53P_127H,0.999999999999999
X70P_25H,0.069498069498077
X80P_23H_76P,1
X78H_195P,1
X71P_134H,0.999999999999999
X76H_235P,0.999999999999999
X24P_27H,0.590377292071888
X72H_50P,0.792215756597956
X13P_3H_106P,0.999999999999999
X32P_10H_236P,0.999999999999999
X74P_45H_132P,1
X33P_23H,0.108599666279935
X74P_45H_234P,0.999999999999999
X18H_21P,1.80634918652591e-05
X94H_214P,1
X55H_216P,1
X58P_18H_143P,0.069498069498077
X104P_29H_68P,0.0989654701578828
X140P_89H,0.999999999999999
X58P_18H_21P,7.11769814070973e-09
X137H_89P,0.142857142857158
X17H_36P,0.0892077479151114
X92H_208P,0.142857142857158
X8H_12P,0.365470110165154
X95P_62H_79P,0.142857142857158
X20H_223P,0.999999999999999
X179P_45H,1
X107P_125H_26P,0.00457933016072683
X9P_17H,0.127412419353419
X95P_62H_41P,0.601221877639272
X41H_209P,0.999999999999999
X180P_59H_97P,0.999999999999999
X205P_20H,0.999999999999999
X58H_56P,0.069498069498077
X98P_22H_8P,3.78641112511525e-05
X46P_12H_105P,0.118220044163391
X47P_42H,0.142857142857158
X159P_103H,0.999999999999999
X34P_34H_173P,1
X47H_84P,0.142857142857158
X126H_145P,0.265780730897061
X124P_64H_201P,0.069498069498077
X62P_37H_42P,0.00768565169526999
X184P_106H,1
X183P_90H,1
X142P_65H,1
X13P_3H_69P,1
X128P_19H,0.139534883720956
X55H_86P,0.683276407841774
X163P_118H,0.265780730897061
X194P_120H,0.069498069498077
X113P_115H,0.0278449267681085
X114P_124H,0.142857142857158
