Phylogroup,Country,Acquisition,Host,Infection_status,iutA,fyuA,iucA,iucC,iucD,iucB,allA,ybbW,allB,ybbY,allC,allD,allS,allR,kvgS,kvgA,rmpA2,rmpA,clbB,clbR,clbO,clbC,clbJ,clbP,clbK,clbL,clbM,clbG,clbH,clbF,clbN,clbD,clbA,clbQ,clbE,clbI,pcoA,pcoE,pcoS,pcoC,pcoD,pcoB,pcoR,mrkC,mrkD,mrkJ,mrkJ2,mrkH2,mrkB,mrkF,mrkA,mrkI,mrkI2,mrkI3,mrkI4,kfuB,kfuC,kfuA,pbrA,pbrR,pbrBC,mceI,mceG,mceJ,mceH,mceD,mceC,mceE,mceA,mceB,iroN,iroD,iroB,iroC,silE,silC,silS,silR,terZ,terD,terE,terW,terB,terA,terC,terX,terY,gcl,fdrA,ylbE,KP1_1364,glxK,arcC,glxR,ylbF,KP1_1371,hyi,irp1,ybtQ,ybtP,ybtE,ybtS,ybtX,irp2,ybtU,ybtA,ybtT,Aac3_IIa_AGly.match,Aac3_I_AGly.match,Aac6_32_AGly_1.match,Aac6_Ia_AGly.match,Aac6_Iaa_AGly.match,Aac6_Iai_e_AGly.match,AacAad_AGly.match,AacAad_AGly_3.match,AadA4_5_AGly.match,AadA_AGly.match,AadA_AGly_2.match,AadB_AGly.match,Aph3__Ia_AGly.match,Aph4_Ia_AGly.match,AphA6_AGly.match,ArmA_AGly.match,RmtB_AGly.match,RmtC_AGly.match,RmtF_AGly.match,StrA_AGly.match,StrB_AGly.match,OqxA_Flq.match,OqxBgb_Flq.match,QnrB_Flq.match,QnrB_Flq_1.match,QnrB_Flq_2.match,Qnr_A_Flq.match,Qnr_S_Flq_1.match,CatA1_Phe.match,CatA2_Phe.match,CatBx_Phe.match,CatBx_Phe_1.match,CmlA_Phe.match,FloR_Phe.match,SulIII_Sul.match,SulII_Sul.match,SulI_Sul.match,TetA_Tet.match,TetB_Tet.match,TetC_Tet.match,TetD_Tet.match,TetG_Tet.match,TetRG_Tet.match,TetR_Tet.match,Arr_Rif.match,Dfr16_Tmt.match,Dfr23_Tmt.match,DfrA19_Tmt.match,DfrA1_Tmt.match,DfrA1_Tmt_1.match,DfrA25_Tmt.match,DfrA27_Tmt.match,DfrA5_Tmt.match,DfrA5_Tmt_1.match,DfrA7_Tmt.match,DfrA7_Tmt_1.match,DfrA_Tmt.match,DfrA_Tmt_1.match,DfrB_Tmt.match,EreA_MLS.match,ErmB_MLS.match,MefB_MLS.match,MphA_MLS.match,MsrE_MLS.match,MphE_MLS.match,ACT_MIR_Bla_3.match,AmpH_Bla.match,CARB_Bla.match,CMY_Bla_1.match,CMY_MOX_Bla_1.match,CTX_M_1_Bla.match,CTX_M_8_Bla_1.match,CTX_M_9_Bla.match,DHA_Bla.match,IMP_1_Bla_3.match,KPC_1_Bla.match,NDM_1_Bla.match,OXA_1_Bla.match,OXA_48_Bla.match,OXA_7_Bla.match,OXA_9_Bla.match,SCO_1_Bla.match,SHV_OKP_LEN_Bla.match,SHV_OKP_LEN_Bla_1.match,SHV_OKP_LEN_Bla_2.match,TEM_1D_Bla.match,VEB_1_Bla.match,Col156.match,ColE10.match,ColRNAI.match,Col_IRGK_.match,Col_MG828_.match,Col_MGD2_.match,ColpVC.match,IncA_C..match,IncFI..match,IncFIA_HI1_.match,IncFIB_AP001918_.match,IncFIB_K_.match,IncFIB_Mar_.match,IncFIB_pKPHS1_.match,IncFIB_pQil_.match,IncFII.match,IncFII_..match,IncFII_K_.match,IncFII_pCRY_.match,IncFII_pKPX1_.match,IncFII_pMET_.match,IncHI1B.match,IncHI2.match,IncHI2A.match,IncI1.match,IncL_M..match,IncL_M_pMU407_.match,IncN.match,IncQ1.match,IncR.match,IncX3.match,rep..match,repA_1.match
X179P_45H,1,0.0272664691269402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.836580766813325,0.839693514112119,0.800365149202359,0.836580766813325,0.836580766813325,0.842776331148424,0.836580766813325,0.822932567118614,0.939061985573614,0.760976923767621,1,0.909311304660142,0.85839992816737,0.916704079494777,0.865583191164586,0.707940498638173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833438089252043,0.839693514112119,0.833438089252043,0.836580766813325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.433869085031876,1,1,1,1,1,1,1,1,0.386339828200293,0.311454311454312,1,1,1,1,1,1,1,1,1,1,0.721020023345605,0.802011313639221,1,1,1,1,0.292059501361827,1,1,1,1,1,1,1,0.433869085031876,0.416270090688695,1,1,1,0.26578073089701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.184071114303672,1,1,1,1,1,1,1,1,0.865583191164586,1,1,1,1,1,0.148753404567358,1,1,1,1,1,1,1,1,1,0.398401723983119,0.803807129388525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.599952111580018,1,1,1,0.317859387626829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X107P_125H_26P,0.00457933016072683,0.0528568435545313,0.0661758103618763,1,0.186136302415424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.352608422375864,0.357217682799078,0.303881955044746,0.352608422375864,0.352608422375864,0.36185687348478,0.352608422375864,0.822932567118614,0.939061985573614,1,0.00691389063482088,0.909311304660142,0.85839992816737,0.916704079494777,0.865583191164586,1,1,0.00233456047409536,1,0.109395109395109,0.0853012480919457,0.154170782077759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.348029092215139,0.357217682799078,0.348029092215139,0.352608422375864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.721020023345605,0.802011313639221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.865583191164586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.308161982580588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X9P_17H,0.127412419353419,0.381945352826105,0.247360482520036,0.0740681718747995,0.628960034801322,0.748353170233652,0.414364552018039,0.929940236743081,0.857941568752416,0.929940236743081,0.748353170233652,0.918986192125886,0.906495245005041,0.906495245005041,0.906495245005041,0.918986192125886,0.918986192125886,0.918986192125886,0.918986192125886,0.0569263448143716,0.0569263448143716,1,0.207570691286602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996519299036499,0.991880186263068,0.999217204412469,0.990578971704666,0.990578971704666,0.993024239738253,0.990578971704666,0.0935047549949592,0.265754785241159,0.228280449498561,0.876171430362032,0.43615676687032,0.185723234656709,0.486168918614852,0.471491401758073,0.00650772477200928,1,1,1,0.980887403814543,0.937594371212886,0.983329830106272,0.983741891673427,0.986440045821241,0.980523281395578,0.142441346256882,0.142441346256882,0.142441346256882,0.113936345776045,0.173537710417794,0.173537710417794,0.173537710417794,0.173537710417794,0.173537710417794,0.207570691286602,0.232037317530211,0.207570691286602,0.918986192125886,0.989103881816445,0.991880186263068,0.989103881816445,0.990578971704666,0.858634065083737,0.844280770734772,0.858634065083737,0.858634065083737,0.858634065083737,0.858634065083737,0.858634065083737,0.903837260583001,0.903837260583001,0.918986192125886,0.918986192125886,0.918986192125886,0.892287844081604,0.906495245005041,0.918986192125886,0.906495245005041,0.918986192125886,0.918986192125886,0.876171430362032,0.852826181166227,0.438906409319328,0.438906409319328,0.414364552018039,0.438906409319328,0.389945404003256,0.42618698510848,0.438906409319328,0.414364552018039,0.438906409319328,0.95756990663258,1,1,1,1,1,1,0.892287844081604,1,0.895597638502047,0.837208796731405,0.788395874737884,1,0.388395466578438,1,1,1,1,1,0.819320325192081,0.819320325192081,0.0412173311086418,0.393368625198748,1,1,1,0.28448751121197,0.423673130025147,0.539158359852702,0.876171430362032,1,1,0.759519510682778,1,0.628286119787738,0.900018617011878,0.93960550592861,0.852826181166227,1,1,0.849202453972562,1,1,0.734601121425986,0.943416355454771,0.344970599757708,1,1,0.150579150579149,0.403904605216046,1,0.150579150579149,0.830783615319506,0.734245214758841,1,1,1,0.986440045821241,1,1,1,1,1,1,1,1,0.211604125262116,1,1,1,0.972118070412643,1,0.606313025624431,1,1,1,1,1,1,1,1,1,0.125768489295801,0.867039321288177,1,0.828847172069753,1,1,1,0.642085495961938,1,1,1,0.6855858878837,1,1,0.945725867284968,1,0.740029966686453,0.734245214758841,0.675642952656256,1,0.358435328611819,1,0.999716053768576,0.0221783245039059,1,1,0.664943218874628,0.403904605216046,0.344970599757708,1,1,1,0.486813945752603,1,0.878041826481872,1,1,0.560858950819002
X95P_62H_41P,0.601221877639272,0.727957318979843,0.168116786203136,0.801833627701352,0.343844790330692,1,0.71837302800448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00030682710634412,0.000339701439166703,0.00138281015502547,0.00030682710634412,0.00030682710634412,0.000375839890141885,0.00030682710634412,0.848719012048501,0.616276257477223,0.121714729480868,1,0.480908354804697,0.99977201225163,0.872800768948945,0.720123909133513,0.069633820099122,1,1,1,1,1,1,0.777257907965446,0.791475488308077,0.762139666424639,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000276941349232679,0.000339701439166703,0.000276941349232679,0.00030682710634412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.77140680357402,0.730296866577824,0.730296866577824,0.71837302800448,0.730296866577824,0.70610699014231,0.639732066775835,0.730296866577824,0.71837302800448,0.730296866577824,0.135435599551057,1,1,1,1,1,1,0.762139666424639,0.303419688123289,0.874639468117416,0.759397131164775,1,0.261286862277113,0.164476109186994,1,1,1,1,1,0.313427314076439,0.313427314076439,0.308043643449873,0.182593764667396,1,1,1,0.344718916100169,0.198485302317087,1,0.123692701271968,1,1,1,0.519091645195303,1,0.000481565178929917,0.487845482253155,0.77140680357402,1,1,0.0463074568443148,1,1,0.782943282645986,1,1,1,0.112687438268835,1,1,1,1,0.0143713488497915,1,0.259701258507595,1,1,0.791475488308077,1,1,1,1,0.878285270519132,1,1,1,0.924310265874483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888418374273643,0.837671061444317,1,0.833887715147509,1,0.0579150579150527,1,0.72898739595904,1,1,1,1,1,1,0.00191289049996082,1,6.2566476235386e-05,1,0.123692701271968,0.0716851311419051,0.77140680357402,1,0.503544428407341,1,1,1,1,0.42055300093775,0.383723742522778,1,1,0.42055300093775,1,1,0.274782144513293,1,1,0.259701258507595
X41H_209P,0.999999999999999,0.999999999999869,1,0.262548262548295,0.20849420849423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,0.332046332046332,0.293436293436293,0.393822393822394,1,1,1,0.0540540540540536,0.0540540540540536,0.0540540540540536,0.0501930501930502,0.0579150579150575,0.0579150579150575,0.0579150579150575,0.0579150579150575,0.0579150579150575,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555984555984556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.366795366795367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.239382239382239,1,1,1
X180P_59H_97P,0.999999999999999,0.652509652509722,0.617760617760684,0.999999999999869,0.343629343629379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,0.332046332046332,0.293436293436293,0.393822393822394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.250965250965251,0.250965250965251,0.849420849420849,0.895752895752896,1,1,1,1,1,0.0965250965250962,1,1,1,1,1,1,0.247104247104247,1,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1,1,1,0.0308880308880309,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555984555984556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.193050193050193,1,1,1,1,1,1,1,1,1,1,1
X205P_20H,0.999999999999999,0.999999999999869,1,0.262548262548295,0.20849420849423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.216216216216217,0.16988416988417,0.0694980694980695,1,1,1,1,1,1,1,0.250965250965251,0.250965250965251,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,1,0.247104247104247,1,0.173745173745174,1,1,1,1,1,0.177606177606178,1,0.0308880308880309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,0.0115830115830134,0.00772200772200959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555984555984556,1,1,1,1,1,1,1,1,1,1,0.0463320463320456,1,1,1,1,1,1,1,1,1,1,1,1,1,0.193050193050193,1,1,1,1,1,1,1,1,1,1,1
X58H_56P,0.069498069498077,0.366795366795405,0.258687258687282,0.999999999999869,0.532818532818586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.907335907335907,0.969111969111969,1,0.0849420849420851,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,0.332046332046332,0.293436293436293,0.393822393822394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555984555984556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X98P_22H_8P,3.78641112511525e-05,0.245988713394191,0.18998291070822,0.663015469433099,0.00876089062678914,1,1,1,1,1,1,6.90572386572748e-05,5.80080804721109e-05,5.80080804721109e-05,5.80080804721109e-05,6.90572386572748e-05,6.90572386572748e-05,6.90572386572748e-05,6.90572386572748e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.816307363036731,0.820810135196277,0.763048919339923,0.816307363036731,0.816307363036731,0.825254992079544,0.816307363036731,0.955918630068594,0.995127091959392,0.919760532861157,1,0.826219446020539,0.735939116430701,0.839764027102843,0.974754660648471,1,1.29925871940169e-05,1,1,0.0115926359238616,1,0.0231987284558884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811746964931632,0.820810135196277,0.811746964931632,0.816307363036731,0.1867823670022,0.180788417049559,0.1867823670022,0.1867823670022,0.1867823670022,0.1867823670022,0.1867823670022,0.163161979960233,0.163161979960233,6.90572386572748e-05,6.90572386572748e-05,6.90572386572748e-05,4.83400670600924e-05,5.80080804721109e-05,6.90572386572748e-05,5.80080804721109e-05,6.90572386572748e-05,6.90572386572748e-05,0.00203238455856997,1,1,1,1,1,1,1,1,1,1,0.0478206692802657,1,1,0.015444015444015,1,1,1,1,1,0.625043486953608,1,0.251639970211819,1,1,1,1,1,1,1,1,1,1,0.944854950756566,1,1,1,0.104385617236548,0.0132390642157858,1,0.300397246715736,1,1,0.239062490719581,1,1,1,0.660898633057544,0.536212398579209,1,1,0.462325444045142,1,1,0.54488132570857,0.239062490719581,1,1,1,1,0.132647906302439,1,1,0.369017104664614,1,1,1,1,1,1,1,1,1,1,1,1,1,0.974754660648471,1,1,1,1,1,0.276326535509811,1,1,1,1,1,1,0.132647906302439,1,1,1,0.768166060724427,1.67047549637361e-05,1,0.132647906302439,1,1,1,1,1,1,1,0.173780553979461,1,0.462325444045142,1,1,1,1,1,1,1,0.356868325959076,1,0.060704156955347,1,1,1,1,1,1,1,0.239062490719581,1,0.24301614046179,1,1,1
X46P_12H_105P,0.118220044163391,0.00157287256273103,0.00276860614541049,0.0614578594097406,9.68009015775972e-06,2.02883207952656e-27,1.42668034381604e-07,1.43745034094703e-26,4.03021430023554e-13,1.60698151795393e-32,2.02883207952656e-27,2.14174743172546e-06,1.27308280475636e-06,1.27308280475636e-06,1.27308280475636e-06,2.14174743172546e-06,2.14174743172546e-06,2.14174743172546e-06,2.14174743172546e-06,0.0103180440280086,0.0103180440280086,0.100386100386099,4.68651902339317e-22,1.20329582142142e-15,1.20329582142142e-15,2.15209083678232e-14,1.20329582142142e-15,0.000908389289531266,1.20329582142142e-15,5.82140687152572e-07,1.20329582142142e-15,1.20329582142142e-15,1.20329582142142e-15,1.20329582142142e-15,1.20329582142142e-15,1.20329582142142e-15,1.20329582142142e-15,1.20329582142142e-15,1.20329582142142e-15,2.15209083678232e-14,2.15209083678232e-14,5.26934831019605e-07,6.3313875044991e-07,1.69581213300533e-06,1.1678346371202e-05,1.1678346371202e-05,7.59766500539892e-07,1.1678346371202e-05,0.0695264154801905,0.423741334322715,0.0237334509678381,1,0.892757207557799,0.970067183172346,0.304805747594032,0.976291752217333,0.0087815103839954,1,1,1,0.0473172162570039,0.00139339318116936,0.0138151257595627,9.0800109599595e-26,1.67921998918394e-27,3.93042510364812e-24,3.62557613941476e-07,3.62557613941476e-07,3.62557613941476e-07,3.20653584939934e-06,3.75315298891465e-08,3.75315298891465e-08,3.75315298891465e-08,3.75315298891465e-08,3.75315298891465e-08,4.68651902339317e-22,8.79542920868238e-24,4.68651902339317e-22,1.67921998918394e-27,9.86805229000348e-06,1.38024247598081e-05,9.86805229000348e-06,0.000123192461773025,4.41360569891031e-17,2.43747275299108e-17,4.41360569891031e-17,4.41360569891031e-17,4.41360569891031e-17,4.41360569891031e-17,4.41360569891031e-17,3.71409747316395e-18,3.71409747316395e-18,2.14174743172546e-06,2.14174743172546e-06,2.14174743172546e-06,7.31812611057803e-07,1.40315945133652e-05,2.14174743172546e-06,1.27308280475636e-06,2.14174743172546e-06,2.14174743172546e-06,4.05112442994224e-07,0.00141529677911093,1.81131525949487e-08,1.81131525949487e-08,1.42668034381604e-07,1.81131525949487e-08,1.03736482325775e-07,1.82019513112797e-06,1.81131525949487e-08,1.42668034381604e-07,1.81131525949487e-08,0.97769405400462,1,1,1,1,1,1,1,1,1,1,1,0.378929742633764,1,1,1,1,1,1,1,1,0.650118634446434,0.883495109024138,1,1,1,1,1,0.471134324070745,1,1,1,1,1,1,1,1,0.994736061801658,1,1,1,1,1,0.995375605694915,1,1,1,1,1,1,1,1,1,0.0359393189450975,1,1,1,1,1,1,1,1,1,1,1,1,0.734967916677566,1,1,1,0.901474298785588,1,1,1,1,1,1,1,1,1,1,1,0.736480398810024,0.101552442360008,1,0.921271467076814,1,1,1,0.353870085533338,1,1,1,1,1,1,0.914660763874694,1,1,1,0.91223761068296,0.576258665677285,0.962149777716685,1,0.999390603090645,1,1,0.100386100386099,0.00377071542051013,1,1,1,1,1,0.844293946310662,1,1,0.272884684521643,1,1
X47P_42H,0.142857142857158,0.652509652509722,0.258687258687282,0.999999999999869,0.532818532818586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,1,1,1,1,1,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,1,0.0656370656370656,1,1,0.332046332046332,1,0.393822393822394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.247104247104247,1,1,1,1,1,1,0.0888030888030883,1,0.216216216216217,0.16988416988417,1,0.11969111969112,1,1,1,1,1,1,0.250965250965251,0.250965250965251,1,1,1,1,0.0347490347490338,1,0.158301158301158,0.0965250965250962,1,0.0463320463320456,1,1,1,1,0.247104247104247,0.235521235521236,0.173745173745174,1,1,0.142857142857143,1,1,0.177606177606178,0.0656370656370656,1,1,1,1,1,1,1,1,1,1,1,1,0.0965250965250962,1,1,1,1,0.127413127413127,1,1,1,0.93050193050193,1,1,1,1,1,1,0.0424710424710417,1,1,1,0.0579150579150575,1,1,1,1,1,0.555984555984556,0.0694980694980695,0.196911196911197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.305019305019305,1,1,1,0.193050193050193,1,1,1,1,1,1,1,0.239382239382239,1,1,1
X159P_103H,0.999999999999999,0.999999999999869,1,0.262548262548295,0.20849420849423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143,1,0.366795366795367,1,1,1,0.173745173745174,1,0.305019305019305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X34P_34H_173P,1,0.124203215942697,0.455666224496749,1,0.933775865948747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.973904388620817,0.820810135196277,1,0.816307363036731,0.816307363036731,0.825254992079544,0.816307363036731,0.955918630068594,0.881398281449747,0.577765067121234,1,0.826219446020539,0.735939116430701,0.839764027102843,0.748360029788181,0.499707513934168,1,1,1,1,0.753179630007802,0.867020679001778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811746964931632,0.974898507149548,0.972881031311829,0.973904388620817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.681138327075346,1,1,1,1,0.0307084493130996,1,0.312204888121377,1,0.205092192341649,0.135089830311134,0.251639970211819,1,1,1,1,1,1,1,1,1,0.988575088550487,0.944854950756566,1,1,1,0.104385617236548,1,0.335371156945562,1,1,1,1,0.173780553979461,1,0.681138327075346,0.23658717903724,1,1,1,1,0.132647906302439,0.132647906302439,1,1,0.0048729080406078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.974754660648471,0.0457946991292382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.768166060724427,1,0.586417453267738,1,1,1,1,1,1,1,1,0.173780553979461,1,1,1,1,1,1,1,0.536212398579209,1,0.356868325959076,1,1,1,0.578347549916865,0.132647906302439,0.118601718550252,1,1,1,1,1,0.667749165723048,1,1,1
X47H_84P,0.142857142857158,0.08108108108109,1,0.0540540540540596,0.532818532818586,1,1,1,1,1,1,0.0965250965250962,0.0926640926640926,0.0926640926640926,0.0926640926640926,0.0965250965250962,0.0965250965250962,0.0965250965250962,0.0965250965250962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,1,0.0656370656370656,1,1,0.332046332046332,1,0.393822393822394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,1,1,1,1,1,1,1,1,1,0.0965250965250962,0.0965250965250962,0.0965250965250962,0.0888030888030883,0.0926640926640926,0.0965250965250962,0.0926640926640926,0.0965250965250962,0.0965250965250962,0.0849420849420851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0694980694980695,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,0.173745173745174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
