Phylogroup,Country,Acquisition,Host,Infection_status,iutA,fyuA,iucA,iucC,iucD,iucB,allA,ybbW,allB,ybbY,allC,allD,allS,allR,kvgS,kvgA,rmpA2,rmpA,clbB,clbR,clbO,clbC,clbJ,clbP,clbK,clbL,clbM,clbG,clbH,clbF,clbN,clbD,clbA,clbQ,clbE,clbI,pcoA,pcoE,pcoS,pcoC,pcoD,pcoB,pcoR,mrkC,mrkD,mrkJ,mrkJ2,mrkH2,mrkB,mrkF,mrkA,mrkI,mrkI2,mrkI3,mrkI4,kfuB,kfuC,kfuA,pbrA,pbrR,pbrBC,mceI,mceG,mceJ,mceH,mceD,mceC,mceE,mceA,mceB,iroN,iroD,iroB,iroC,silE,silC,silS,silR,terZ,terD,terE,terW,terB,terA,terC,terX,terY,gcl,fdrA,ylbE,KP1_1364,glxK,arcC,glxR,ylbF,KP1_1371,hyi,irp1,ybtQ,ybtP,ybtE,ybtS,ybtX,irp2,ybtU,ybtA,ybtT,Aac3_IIa_AGly.match,Aac3_I_AGly.match,Aac6_32_AGly_1.match,Aac6_Ia_AGly.match,Aac6_Iaa_AGly.match,Aac6_Iai_e_AGly.match,AacAad_AGly.match,AacAad_AGly_3.match,AadA4_5_AGly.match,AadA_AGly.match,AadA_AGly_2.match,AadB_AGly.match,Aph3__Ia_AGly.match,Aph4_Ia_AGly.match,AphA6_AGly.match,ArmA_AGly.match,RmtB_AGly.match,RmtC_AGly.match,RmtF_AGly.match,StrA_AGly.match,StrB_AGly.match,OqxA_Flq.match,OqxBgb_Flq.match,QnrB_Flq.match,QnrB_Flq_1.match,QnrB_Flq_2.match,Qnr_A_Flq.match,Qnr_S_Flq_1.match,CatA1_Phe.match,CatA2_Phe.match,CatBx_Phe.match,CatBx_Phe_1.match,CmlA_Phe.match,FloR_Phe.match,SulIII_Sul.match,SulII_Sul.match,SulI_Sul.match,TetA_Tet.match,TetB_Tet.match,TetC_Tet.match,TetD_Tet.match,TetG_Tet.match,TetRG_Tet.match,TetR_Tet.match,Arr_Rif.match,Dfr16_Tmt.match,Dfr23_Tmt.match,DfrA19_Tmt.match,DfrA1_Tmt.match,DfrA1_Tmt_1.match,DfrA25_Tmt.match,DfrA27_Tmt.match,DfrA5_Tmt.match,DfrA5_Tmt_1.match,DfrA7_Tmt.match,DfrA7_Tmt_1.match,DfrA_Tmt.match,DfrA_Tmt_1.match,DfrB_Tmt.match,EreA_MLS.match,ErmB_MLS.match,MefB_MLS.match,MphA_MLS.match,MsrE_MLS.match,MphE_MLS.match,ACT_MIR_Bla_3.match,AmpH_Bla.match,CARB_Bla.match,CMY_Bla_1.match,CMY_MOX_Bla_1.match,CTX_M_1_Bla.match,CTX_M_8_Bla_1.match,CTX_M_9_Bla.match,DHA_Bla.match,IMP_1_Bla_3.match,KPC_1_Bla.match,NDM_1_Bla.match,OXA_1_Bla.match,OXA_48_Bla.match,OXA_7_Bla.match,OXA_9_Bla.match,SCO_1_Bla.match,SHV_OKP_LEN_Bla.match,SHV_OKP_LEN_Bla_1.match,SHV_OKP_LEN_Bla_2.match,TEM_1D_Bla.match,VEB_1_Bla.match,Col156.match,ColE10.match,ColRNAI.match,Col_IRGK_.match,Col_MG828_.match,Col_MGD2_.match,ColpVC.match,IncA_C..match,IncFI..match,IncFIA_HI1_.match,IncFIB_AP001918_.match,IncFIB_K_.match,IncFIB_Mar_.match,IncFIB_pKPHS1_.match,IncFIB_pQil_.match,IncFII.match,IncFII_..match,IncFII_K_.match,IncFII_pCRY_.match,IncFII_pKPX1_.match,IncFII_pMET_.match,IncHI1B.match,IncHI2.match,IncHI2A.match,IncI1.match,IncL_M..match,IncL_M_pMU407_.match,IncN.match,IncQ1.match,IncR.match,IncX3.match,rep..match,repA_1.match
X148P_46H,1,0.452695220137176,0.525904642183862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.352608422375864,0.357217682799078,0.303881955044746,0.352608422375864,0.352608422375864,0.36185687348478,0.352608422375864,0.822932567118614,0.939061985573614,0.760976923767621,1,0.909311304660142,0.85839992816737,0.916704079494777,0.865583191164586,0.707940498638173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.348029092215139,0.357217682799078,0.348029092215139,0.352608422375864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.721020023345605,0.989494477866571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995420669839274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.398401723983119,0.803807129388525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.599952111580018,1,1,1,1,1,0.517823471311844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X106H_166P,0.139534883720956,0.117895303941848,1,1,0.892610218191854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.836580766813325,0.839693514112119,0.800365149202359,0.836580766813325,0.836580766813325,0.842776331148424,0.836580766813325,0.822932567118614,0.939061985573614,0.984196821406124,0.162970279249348,0.909311304660142,0.85839992816737,0.916704079494777,0.865583191164586,0.97545718475951,1,0.0980515399120058,1,0.554697554697555,0.501571338780641,0.633474005567029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833438089252043,0.839693514112119,0.833438089252043,0.836580766813325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.433869085031876,1,1,1,1,1,1,0.170033821196611,1,0.386339828200293,0.311454311454312,1,1,1,1,1,1,1,1,0.439675555954626,0.439675555954626,0.721020023345605,0.802011313639221,1,1,1,1,1,1,0.162970279249348,1,1,1,1,1,0.433869085031876,0.416270090688695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.184071114303672,1,1,1,1,0.239023076232378,1,1,1,0.865583191164586,1,1,1,0.155876807039598,1,1,1,1,1,1,1,1,1,1,1,1,0.308161982580588,1,1,1,1,1,1,1,1,1,1,1,0.0832959205052216,1,1,0.599952111580018,1,1,1,1,1,0.517823471311844,1,1,1,1,1,1,1,1,1,1,1,0.42216635239891,1,1,1
X15H_16P,0.0049627556509278,0.106739842796373,0.757857208187479,0.0411879769296493,0.119184414567021,0.151194539569253,0.244224417564766,0.351420721469658,0.546210840769242,0.21117448855171,0.151194539569253,0.999918553534236,0.999868401611583,0.999868401611583,0.999868401611583,0.999918553534236,0.999918553534236,0.999918553534236,0.999918553534236,0.0164399175843732,0.0164399175843732,1,0.0513437564772502,0.931608290943096,0.931608290943096,0.972294458404202,0.931608290943096,0.752442606392475,0.931608290943096,0.939988258045698,0.931608290943096,0.931608290943096,0.931608290943096,0.931608290943096,0.931608290943096,0.931608290943096,0.931608290943096,0.931608290943096,0.931608290943096,0.906382867117211,0.906382867117211,0.884876956672769,0.85012902429234,0.922683376348851,0.927963463735401,0.927963463735401,0.871961129242902,0.927963463735401,0.271589719929201,0.376911691562791,0.254549438063152,0.774871864391593,0.287734379829496,0.102227892915122,0.614839427536314,0.134842980499061,0.0200403499851203,0.999725272975838,0.337547089897902,1,0.0357072001328348,2.4140794673256e-06,0.00106848065045458,0.563389696314875,0.625184638317093,0.673403418818824,1,1,1,1,1,1,1,1,1,0.189999928087073,0.233242541980359,0.189999928087073,0.453532021644264,0.983997670405304,0.940600578890525,0.913414773038928,0.927963463735401,0.639660670834579,0.595016164253696,0.639660670834579,0.639660670834579,0.639660670834579,0.639660670834579,0.639660670834579,0.705121716056043,0.705121716056043,0.999918553534236,0.999918553534236,0.999918553534236,0.999788297846234,0.999868401611583,0.999918553534236,0.999868401611583,0.999918553534236,0.999918553534236,0.999660955914301,0.65241871301291,0.190049740264597,0.190049740264597,0.244224417564766,0.190049740264597,0.209130795225138,0.435992066808961,0.190049740264597,0.244224417564766,0.190049740264597,0.640012760291536,1,1,1,1,0.136481996947113,1,0.32529602781579,0.939988258045698,0.0700751782267032,0.338780874822488,0.332383939132529,0.493206224684495,0.752442606392475,1,1,0.0678636585676428,1,1,0.336289350838046,0.336289350838046,0.143454529553116,0.587334410721753,1,0.604830744365629,0.906407750762449,0.8033607348612,0.997603865654235,0.165017042250631,0.264332443355438,0.971666768824051,1,0.451223549298538,0.0329614137357822,0.721211274718622,0.0223663658306529,0.391249715094601,0.0981463830467409,0.939988258045698,1,0.882456224846355,0.0143564941049144,0.0143564941049144,0.0682325759802285,0.654571326693709,0.337086484237123,0.0678636585676428,1,0.370656370656369,0.204625480001027,0.370656370656369,0.370656370656369,0.474298672526799,0.337086484237123,0.903525427491185,1,0.370656370656369,0.625184638317093,1,1,1,0.47394053858401,0.745450561936848,1,1,1,0.0494056315020017,0.309607020311935,1,0.604830744365629,0.207791563246364,1,0.664184661758012,0.957420058092009,0.604830744365629,1,1,0.714560235490555,1,0.204625480001027,1,0.604830744365629,0.00300596655587262,0.962377833838559,0.999834255596993,0.199802529184316,0.204625480001027,1,1,0.546210840769242,1,0.370656370656369,1,0.0678636585676428,0.0329614137357822,0.385160572463685,0.94186419893025,0.370656370656369,0.574204624288005,0.337086484237123,0.774871864391593,0.623088308437209,0.76887192424613,1,0.780895658107938,0.136481996947113,1,0.370656370656369,0.373439039233318,0.906407750762449,0.863451543669196,1,0.515837624362178,0.906407750762449,0.451223549298538,1,0.976116937495221,1,0.370656370656369,0.903525427491185
X6P_4H_240P,0.999999999999999,0.999999999999869,1,0.262548262548295,0.20849420849423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,0.204633204633205,0.200772200772201,0.204633204633205,0.204633204633205,0.204633204633205,0.204633204633205,0.204633204633205,0.189189189189189,0.189189189189189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.250965250965251,0.250965250965251,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0231660231660248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.223938223938223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.193050193050193,1,1,1,1,1,1,1,1,1,1,1
X141P_141H,0.999999999999999,0.08108108108109,0.258687258687282,0.999999999999869,0.343629343629379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.216216216216217,0.16988416988417,1,0.11969111969112,1,1,1,1,1,1,1,1,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,0.0231660231660248,1,0.235521235521236,0.173745173745174,1,1,1,1,1,0.177606177606178,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0965250965250962,1,1,1,0.0154440154440176,0.127413127413127,1,1,1,0.93050193050193,1,0.00772200772200959,1,1,1,1,1,1,1,1,1,1,1,1,1,0.223938223938223,1,1,0.196911196911197,1,1,1,1,1,1,1,1,1,1,1,1,0.366795366795367,1,1,1,1,1,1,1,1,1,1,1,1,0.00386100386100585,1,1,0.0656370656370656,1,0.239382239382239,1,1,1
X133P_42H_28P,0.142857142857158,0.652509652509722,0.258687258687282,0.999999999999869,0.532818532818586,1,1,1,1,1,1,0.0965250965250962,0.0926640926640926,0.0926640926640926,0.0926640926640926,0.0965250965250962,0.0965250965250962,0.0965250965250962,0.0965250965250962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.907335907335907,0.969111969111969,1,0.0849420849420851,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,1,0.0656370656370656,1,1,0.332046332046332,1,0.393822393822394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0965250965250962,0.0965250965250962,0.0965250965250962,0.0888030888030883,0.0926640926640926,0.0965250965250962,0.0926640926640926,0.0965250965250962,0.0965250965250962,0.0849420849420851,1,1,1,1,1,1,1,1,1,1,0.247104247104247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.895752895752896,1,1,1,1,0.158301158301158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0694980694980695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0849420849420851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X96P_82H,1,0.519140402861448,0.0661758103618763,1,0.508634880728051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.836580766813325,0.839693514112119,0.800365149202359,0.836580766813325,0.836580766813325,0.842776331148424,0.836580766813325,0.822932567118614,0.939061985573614,0.760976923767621,1,0.909311304660142,0.85839992816737,0.916704079494777,0.865583191164586,0.707940498638173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833438089252043,0.839693514112119,0.833438089252043,0.836580766813325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.433869085031876,1,1,1,1,1,1,1,1,0.386339828200293,1,1,1,1,1,1,1,1,1,1,1,0.721020023345605,0.802011313639221,1,1,1,1,0.292059501361827,1,1,1,1,1,1,1,1,0.416270090688695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.865583191164586,1,1,1,1,1,0.148753404567358,1,1,1,1,1,1,1,1,1,0.398401723983119,0.803807129388525,1,0.355661309149682,1,1,1,1,1,1,1,1,1,0.0832959205052216,1,0.00772200772200682,0.599952111580018,1,0.162970279249348,1,0.317859387626829,1,0.517823471311844,1,1,1,1,1,1,1,1,1,1,1,0.42216635239891,1,1,1
X101P_2H,0.823091326902896,5.14000449069752e-06,0.15251195794045,0.398510499412852,0.244865848596635,1,0.488753423791062,1,1,1,1,0.680158991313885,0.664452513208764,0.664452513208764,0.664452513208764,0.680158991313885,0.680158991313885,0.680158991313885,0.680158991313885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.278822149989563,0.287917428488641,0.189623546372107,0.278822149989563,0.278822149989563,0.29716811617725,0.278822149989563,0.335547486791236,0.703219356374127,0.579762443440676,0.630917560841545,0.58716546501055,0.81142798061809,0.614417870559563,0.445453629450933,0.456741561191887,0.533334292956166,1,1,0.927972412154329,0.883343110219508,0.877966262393499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.506720889653961,0.528435308392469,0.506720889653961,0.517573210590361,1,1,1,1,1,1,1,1,1,0.680158991313885,0.680158991313885,0.680158991313885,0.648047969410081,0.664452513208764,0.680158991313885,0.664452513208764,0.680158991313885,0.680158991313885,0.630917560841545,0.294309856299239,0.501398562570136,0.501398562570136,0.488753423791062,0.501398562570136,0.476017804961387,0.411331034265206,0.501398562570136,0.488753423791062,0.501398562570136,0.000835489416635152,1,1,1,1,1,1,4.49896448379314e-06,0.23126001706065,2.28961220403756e-05,0.000509920852052814,0.00402043977301747,0.0049174628227822,1,1,1,1,1,1,0.111413191792918,0.111413191792918,0.780079194269915,0.6789449914219,0.0424710424710432,1,0.327599021793664,0.0307191519460361,1,0.0780773306175539,0.0562425967403159,0.000745507345570079,1,1,1,1,0.0294819574003203,2.57139686073161e-06,0.00468408550486984,1,1,0.823091326902359,1,1,0.0052832180681717,0.533334292956166,0.0400034512568979,1,1,1,0.327599021793664,1,1,0.723353936871792,1,0.19646108779179,1,1,0.0141394551453771,1,1,1,1,0.00658049432913858,1,1,1,0.445453629450933,1,1,1,6.47091775751781e-08,1,0.594363024495494,0.385582129440436,1,1,1,5.00365488301269e-06,1,1,1,1,0.749437870231249,0.841721668396453,0.554546370549067,0.372108127945117,1,1,1,0.220973339930676,1,1,1,0.264683494579752,1,1.40719772096962e-19,0.823091326902359,0.0424710424710432,0.173667587803767,1,0.630917560841545,1,1,1,0.0212668705426163,1,1,1,1,0.00419786666361437,0.00286625401345094,1,1,1,1,1,0.0251900858749783,1,1,1
X49H_78P,0.0337543395123931,0.00443917853327461,0.0175897362818127,0.568161614621878,0.0173882511301906,0.869673379282278,0.71837302800448,0.804842444185765,1,0.804842444185765,0.869673379282278,0.4360359797423,0.414420110986082,0.414420110986082,0.414420110986082,0.4360359797423,0.4360359797423,0.4360359797423,0.4360359797423,0.601808506346309,0.601808506346309,1,0.594092859702953,0.649356164969195,0.649356164969195,0.626287491611905,0.649356164969195,1,0.649356164969195,1,0.649356164969195,0.649356164969195,0.649356164969195,0.649356164969195,0.649356164969195,0.649356164969195,0.649356164969195,0.649356164969195,0.649356164969195,0.626287491611905,0.626287491611905,0.903969702240456,0.909368928150102,0.978735061224464,0.903969702240456,0.903969702240456,0.91455352298332,0.903969702240456,0.585579889013917,0.616276257477223,0.704776154488708,0.746068022264142,0.480908354804697,0.91329606405858,0.872800768948945,0.720123909133513,0.931060495476965,0.0111812667594688,1,1,0.59598305927166,0.964540824757151,0.580738176064188,0.777257907965446,0.791475488308077,0.762139666424639,1,1,1,1,1,1,1,1,1,0.594092859702953,0.611697699311035,0.594092859702953,0.791475488308077,0.770770965312955,0.789814640150783,0.770770965312955,0.78039978966916,0.625479409616672,0.610916249130953,0.625479409616672,0.625479409616672,0.625479409616672,0.625479409616672,0.625479409616672,0.565458979936811,0.565458979936811,0.4360359797423,0.4360359797423,0.4360359797423,0.3924918507332,0.414420110986082,0.4360359797423,0.414420110986082,0.4360359797423,0.4360359797423,0.370294243551886,0.947750126531205,0.730296866577824,0.730296866577824,0.71837302800448,0.730296866577824,0.70610699014231,0.859467559250381,0.730296866577824,0.71837302800448,0.730296866577824,0.300386336972599,1,1,0.0579150579150527,1,1,1,1,0.303419688123289,0.202846205267619,0.238176733563963,0.279876090866487,0.860495448245819,0.00911009643251073,1,1,1,1,1,0.545871555748457,0.545871555748457,0.985831155906884,0.521816125632054,1,1,0.42055300093775,0.0556243202620072,0.000569255934517733,0.4360359797423,0.370294243551886,1,1,0.257188717895268,0.519091645195303,0.303419688123289,0.764011536394505,0.111771358079779,0.0288083142327025,1,1,0.149984627576617,1,1,0.0320049265385837,0.649356164969195,0.383723742522778,1,1,1,0.000787209010722567,1,1,0.829211866668858,1,1,1,1,0.4360359797423,1,1,1,1,0.878285270519132,1,1,1,0.924310265874483,1,1,1,1,1,0.0204351550157369,0.0196873782129995,1,1,1,1,1,0.42055300093775,1,1,0.98025944748266,0.469598499757691,0.0138691195663875,0.596051484729849,0.42055300093775,1,1,1,0.0579150579150527,1,1,1,0.519091645195303,1,0.661411757109037,1,0.286228986877382,0.383723742522778,0.746068022264142,1,0.501189174365996,1,0.888669909124648,0.00314267756128221,1,0.0579150579150527,0.824560804150738,0.42055300093775,0.383723742522778,1,1,1,0.649356164969195,1,0.119371239338335,1,0.0579150579150527,1
X79H_83P,1,0.00013727276656051,0.00970151590061505,1,0.383348780018045,0.0265777591286844,1,0.0147428555611215,0.40102252461594,0.0147428555611215,0.0265777591286844,1,1,1,1,1,1,1,1,1,1,1,0.0289586278109729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.815935086598344,0.821359686129135,0.750685931036499,0.815935086598344,0.815935086598344,0.826696671150158,0.815935086598344,0.55462697185568,0.826856914890374,0.437645665016242,1,0.750141434965012,0.630155680056302,0.768739982939351,0.646244761249229,0.351670030880766,1,1,1,0.648847364393758,0.241719960733865,0.0364696762210201,0.0116929430930807,0.0131641834715871,0.0103268668077219,1,1,1,1,1,1,1,1,1,0.0289586278109729,0.0314594574759686,0.0289586278109729,0.0131641834715871,0.810423461406631,0.821359686129135,0.810423461406631,0.815935086598344,0.102234635150531,0.09742059660589,0.102234635150531,0.102234635150531,0.102234635150531,0.102234635150531,0.102234635150531,0.0836851770878923,0.0836851770878923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.162531501807866,1,1,1,1,0.0458830923947184,1,0.430904498443737,1,0.384821231814299,0.676702019389398,1,0.0243158010195349,1,1,1,1,1,1,1,1,0.999671471779395,0.999951894010489,1,1,1,1,1,0.0131641834715871,1,1,1,1,0.249858565034988,1,0.821344911063213,0.803973546687364,1,1,1,1,0.192908589051228,0.192908589051228,1,1,0.173143085109626,1,1,1,1,1,1,1,0.000374325170054916,1,1,1,1,1,1,1,1,1,1,1,1,0.995017277216282,0.0681581952960135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.452773812708542,1,0.014884022642299,1,1,1,1,1,1,1,1,0.249858565034988,1,0.607299173320974,1,0.937709331136041,1,0.416122797104614,0.173143085109626,0.68572428861574,1,0.263290678571991,1,1,1,1,1,1,1,1,1,1,1,0.809913742242292,1,1,1
X37H_26P,0.371485450573433,0.347557428545679,0.0620747821001427,0.999999999999894,0.810733947102027,1,1,1,1,1,1,0.263441628476467,0.253917166775731,0.253917166775731,0.253917166775731,0.263441628476467,0.263441628476467,0.263441628476467,0.263441628476467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.208546615568605,0.212662667191669,0.166721228254121,0.208546615568605,0.208546615568605,0.216832523411114,0.208546615568605,0.976632034907304,0.997524988566523,0.998093780013968,0.234622628885591,0.994227535445525,0.985322874744647,0.995176802253085,0.986832198487252,0.996275603912922,0.184937228553191,1,1,0.703709267911602,1,0.778943466392566,0.253917166775731,0.263441628476467,0.244310950038938,1,1,1,1,1,1,1,1,1,1,1,1,1,0.204484019161424,0.212662667191669,0.204484019161424,0.208546615568605,1,1,1,1,1,1,1,1,1,0.263441628476467,0.263441628476467,0.263441628476467,0.244310950038938,0.253917166775731,0.263441628476467,0.253917166775731,0.263441628476467,0.263441628476467,0.234622628885591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0152609400641253,0.0152609400641253,0.996807011647298,0.970527309501158,1,1,1,0.0792077028616717,1,1,0.234622628885591,1,1,1,1,1,0.574851102767128,0.554820769552468,1,1,1,0.371485450573317,1,1,1,1,1,1,0.0230762323785588,1,1,1,1,0.291527977167286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.804958687503254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.534170984718446,0.58394897088228,0.195041312496747,0.0999315563608387,1,1,1,1,1,1,1,1,1,1,0.371485450573317,1,0.747829735704136,1,1,1,0.437300350882832,1,0.666041159118709,1,1,1,1,0.101043983860019,1,1,1,1,0.184937228553191,1,0.561565909407734,1,1,1
X70P_25H_77P,1.96932535267792e-31,0.375784855689353,0.759908413662608,0.773526217414362,4.69455682404479e-10,0.97174944860917,0.999798575577629,0.988700038184368,0.972118070412643,0.988700038184368,0.97174944860917,0.0198664131969229,0.0152243171283127,0.0152243171283127,0.0152243171283127,0.0198664131969229,0.0198664131969229,0.0198664131969229,0.0198664131969229,0.691956356550127,0.691956356550127,1,0.975856616776941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.903474567063535,0.912446956496688,0.920282459760117,0.950579611587583,0.950579611587583,0.960775172337778,0.950579611587583,0.950685289867831,0.98023149493472,1,3.80619579054809e-17,0.978643044529879,0.431591695408072,0.780079194269915,0.885604309491848,1,3.51709047316112e-12,3.11243177719461e-10,1,4.09756968050418e-14,0.0121187437722003,2.06359513711387e-12,0.983741891673427,0.986440045821241,0.980523281395578,1,1,1,1,1,1,1,1,1,0.975856616776941,0.979398708572072,0.975856616776941,0.986440045821241,0.893871454694543,0.912446956496688,0.893871454694543,0.903474567063535,0.858634065083737,0.844280770734772,0.858634065083737,0.858634065083737,0.858634065083737,0.858634065083737,0.858634065083737,0.794618649352033,0.794618649352033,0.0198664131969229,0.0198664131969229,0.0198664131969229,0.0114364956834398,0.0152243171283127,0.0198664131969229,0.0152243171283127,0.0198664131969229,0.0198664131969229,0.030869666574527,0.999702507334305,0.99983456250876,0.99983456250876,0.999798575577629,0.99983456250876,0.999755106178615,0.99936291058514,0.99983456250876,0.999798575577629,0.99983456250876,0.669262316446813,1,1,0.150579150579149,1,1,1,0.892287844081604,0.223723105975323,0.957897037235817,0.933144158259597,0.788395874737884,0.995517657816904,1,1,1,1,1,1,0.996721062467033,0.996721062467033,0.999999999763343,0.997555383102027,1,1,0.775537790951691,0.28448751121197,0.0617190222201093,0.918986192125886,0.876171430362032,0.56384323312968,1,0.486813945752603,0.86535189914934,0.628286119787738,0.999261316402543,0.865729090592524,0.852826181166227,0.628286119787738,1,0.987316650781742,1,1,0.734601121425986,0.759519510682778,0.734245214758841,1,1,0.150579150579149,0.775537790951691,1,1,0.947887977633955,1,0.164412170308379,1,1,0.918986192125886,1,1,1,0.481569594716879,0.90808834200872,1,1,1,0.885604309491848,1,1,1,0.972118070412643,1,0.353614885407753,0.513831081385148,1,1,1,0.691956356550127,1,0.775537790951691,1,1,1,0.389406749437543,3.9187678449835e-13,0.973199471974002,0.775537790951691,1,1,0.857941568752416,0.150579150579149,1,0.060148996806313,0.6855858878837,0.86535189914934,0.840226176981035,0.497181378923159,1,0.84412319494869,0.344970599757708,0.675642952656256,0.734245214758841,0.536250581766438,0.278979976654394,0.0887289129639123,0.278979976654394,0.481569594716879,1,0.992020285358262,0.775537790951691,0.734245214758841,1,1,1,0.241908462684241,1,0.946201614440761,1,1,0.560858950819002
